pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_kmag,sy_kmagerr1,sy_kmagerr2
HATS-62 b,3.27688370000,0.00000330000,-0.00000330000,0,0.0416300000,0.0002400000,-0.0001600000,0,1.05500000,0.02500000,-0.02500000,0,0.17900000,,,0,0.076000,0.053000,-0.053000,0,0.298000,,,1,87.92000,0.35000,-0.35000,0,2455808.05158000,0.00043000,-0.00043000,0,0.348000,0.048000,-0.049000,0,,,,,2.7652800,0.0223200,-0.0223200,0,9.590000,0.190000,-0.190000,0,0.11590000,0.00110000,-0.00110000,0,,,,,,,,,,,,,,,,,,5416.00,19.00,-13.00,0,0.933000,0.019000,-0.013000,0,0.896000,0.015000,-0.010000,0,0.1330,0.0230,-0.0230,0,[Fe/H],4.451000,0.019000,-0.019000,0,20h49m47.83s,312.4493079,-24d18m12.62s,-24.3035060,12.1090000,0.0260000,-0.0260000
Kepler-74 b,7.34071100000,0.00000600000,-0.00000600000,0,0.0781000000,0.0007000000,-0.0007000000,0,0.96000000,0.02000000,-0.02000000,0,0.63000000,0.12000000,-0.12000000,0,0.880000,0.180000,-0.180000,0,0.000000,,,0,87.46000,0.07000,-0.07000,0,2455187.56737000,0.00014000,-0.00014000,0,0.685000,0.011000,-0.011000,0,,,,,3.0820000,0.0110000,-0.0110000,0,15.470000,0.180000,-0.180000,0,0.09120000,0.00090000,-0.00090000,0,,,,,,,,,,,,,,,,,F8 V,6000.00,100.00,-100.00,0,1.120000,0.040000,-0.040000,0,1.180000,0.040000,-0.040000,0,0.4200,0.1100,-0.1100,0,[Fe/H],4.440000,0.010000,-0.010000,0,19h32m22.21s,293.0925275,+41d21m19.83s,41.3555095,12.9580000,0.0330000,-0.0330000
HATS-68 b,3.58622020000,0.00000470000,-0.00000470000,0,0.0507100000,0.0001800000,-0.0001800000,0,1.23200000,0.03900000,-0.02900000,0,1.29000000,0.05900000,-0.05900000,0,0.856000,0.083000,-0.083000,0,0.036000,,,1,83.21000,0.19000,-0.19000,0,2457410.40860000,0.00110000,-0.00110000,0,0.736000,0.014000,-0.012000,0,,,,,3.4200000,0.0408000,-0.0408000,0,6.232000,0.086000,-0.086000,0,0.07250000,0.00160000,-0.00160000,0,,,,,,,,,,,,,,,,,,6147.00,22.00,-22.00,0,1.748000,0.026000,-0.026000,0,1.351000,0.014000,-0.014000,0,0.2100,0.0430,-0.0430,0,[Fe/H],4.083000,0.012000,-0.012000,0,01h00m01.46s,15.0060770,-58d54m17.01s,-58.9047242,10.9490000,0.0190000,-0.0190000
Kepler-42 d,1.86516900000,0.00001400000,-0.00001400000,0,0.0154000000,,,0,0.05100000,0.01600000,-0.01600000,0,,,,,,,,,,,,,,,,,2454966.78470000,0.00130000,-0.00130000,0,0.681000,0.085000,-0.085000,0,,,,,,,,,,,,,0.03070000,0.00190000,-0.00190000,0,,,,,,,,,,,,,,,,,M,3068.00,174.00,-174.00,0,0.170000,0.040000,-0.040000,0,0.130000,0.050000,-0.050000,0,-0.3300,0.1200,-0.1200,0,[M/H],,,,,19h28m52.70s,292.2196000,+44d37m02.52s,44.6173667,11.4650000,0.0180000,-0.0180000
WASP-20 b,,,,,,,,,1.38000000,0.04000000,-0.04000000,0,,,,,0.156491,0.015914,-0.015914,0,,,,,85.82000,0.16000,-0.16000,0,2455715.66591000,0.00034000,-0.00034000,0,0.691000,0.028000,-0.028000,0,,,,,,,,,9.500000,0.170000,-0.170000,0,0.09963000,0.00047000,-0.00047000,0,,,,,,,,,,,,,,,,,,,,,,1.242000,0.044000,-0.044000,0,,,,,,,,,,,,,,00h20m38.53s,5.1605621,-23d56m08.84s,-23.9357894,9.3900000,0.0240000,-0.0240000
Kepler-426 b,3.21751883000,0.00000019000,-0.00000019000,0,0.0414000000,0.0010000000,-0.0010000000,0,1.09000000,0.03000000,-0.03000000,0,0.34000000,0.08000000,-0.08000000,0,0.260000,0.060000,-0.060000,0,0.180000,,,1,85.74000,0.06000,-0.06000,0,2454966.63196400,0.00004700,-0.00004700,0,0.718000,0.007000,-0.007000,0,,,,,2.1910000,0.0100000,-0.0100000,0,9.670000,0.060000,-0.060000,0,0.12210000,0.00130000,-0.00130000,0,,,,,,,,,,,,,,,,,G1 V,5725.00,90.00,-90.00,0,0.920000,0.020000,-0.020000,0,0.910000,0.060000,-0.060000,0,-0.2100,0.0800,-0.0800,0,[Fe/H],4.471000,0.011000,-0.011000,0,19h17m44.32s,289.4346668,+49d28m24.44s,49.4734550,13.2120000,0.0330000,-0.0330000
TOI-1749 d,9.04970000000,0.00490000000,-0.00320000000,0,0.0707000000,0.0012000000,-0.0012000000,0,0.22481973,0.01338213,-0.01338213,0,0.04719528,,,1,,,,,0.062000,,,1,88.53000,0.11000,-0.09000,0,,,,,0.717000,0.028000,-0.032000,0,,,,,,,,,,,,,0.04210000,0.00100000,-0.00100000,0,,,,,40.0000,74.0000,-130.0000,0,,,,,,,,,M0 V,3985.00,55.00,-55.00,0,0.550000,0.030000,-0.030000,0,0.580000,0.030000,-0.030000,0,-0.2600,0.0800,-0.0800,0,[Fe/H],4.700000,0.050000,-0.050000,0,18h50m56.93s,282.7372281,+64d25m10.08s,64.4194660,10.2700000,0.0190000,-0.0190000
TOI-1518 b,1.90261131000,0.00000043000,-0.00000043000,0,0.0371200000,0.0008200000,-0.0008200000,0,1.87800000,0.04200000,-0.04200000,0,1.83000000,0.47000000,-0.47000000,0,0.343000,0.087000,-0.088000,0,,,,,77.62600,0.09700,-0.09700,0,2459983.79194200,0.00006600,-0.00006600,0,0.880600,0.002500,-0.002700,0,0.98800000,0.01000000,-0.01000000,0,2.3950000,0.0082000,-0.0079000,0,4.109000,0.021000,-0.020000,0,0.09939000,0.00050000,-0.00051000,0,,,,,,,,,,,,,,,,,,7299.00,98.00,-100.00,0,1.942000,0.043000,-0.043000,0,1.880000,0.130000,-0.120000,0,-0.1000,0.1200,-0.1200,0,[Fe/H],4.136000,0.011000,-0.011000,0,23h29m04.20s,352.2675207,+67d02m05.30s,67.0348062,8.3250000,0.0210000,-0.0210000
HAT-P-67 b,4.81010690000,0.00000070000,-0.00000068000,0,,,,,2.14000000,0.02500000,-0.02500000,0,0.45000000,0.15000000,-0.15000000,0,0.061000,0.020000,-0.021000,0,,,,,,,,,2459010.99174000,0.00017000,-0.00016000,0,0.460000,0.017000,-0.019000,0,,,,,,,,,5.173000,0.049000,-0.046000,0,0.08200000,0.00025000,-0.00026000,0,,,,,,,,,,,,,,,,,,6640.00,140.00,-130.00,0,2.620000,0.030000,-0.030000,0,1.730000,0.100000,-0.100000,0,0.1400,0.1400,-0.1200,0,[Fe/H],3.840000,0.030000,-0.030000,0,17h06m26.57s,256.6107279,+44d46m36.79s,44.7768849,8.9000000,0.0190000,-0.0190000
K2-291 b,2.22517700000,0.00006600000,-0.00006800000,0,0.0326100000,0.0004400000,-0.0004400000,0,0.14176108,0.00847533,-0.00642341,0,0.02041972,0.00364975,-0.00364975,0,8.840000,2.500000,-2.030000,0,0.000000,,,0,85.26000,0.23000,-0.20000,0,2457830.06163000,0.00099000,-0.00104000,0,0.646000,0.021000,-0.026000,0,,,,,1.7190000,0.0410000,-0.0320000,0,7.794200,0.098400,-0.101900,0,0.01614000,0.00062000,-0.00033000,0,,,,,0.0000,,,0,,,,,,,,,,5520.00,60.00,-60.00,0,0.899000,0.035000,-0.033000,0,0.934000,0.038000,-0.038000,0,0.0800,0.0400,-0.0500,0,[Fe/H],4.500000,0.050000,-0.050000,0,05h05m47.03s,76.4459400,+21d32m53.52s,21.5481990,8.3530000,0.0200000,-0.0200000
TOI-2346 b,3.33120290000,0.00000240000,-0.00000240000,0,0.0473000000,0.0008600000,-0.0009400000,0,1.43800000,0.04300000,-0.04100000,0,1.24000000,0.22000000,-0.22000000,0,0.520000,0.100000,-0.100000,0,0.086000,,,1,89.01000,0.69000,-0.92000,0,2459040.83958000,0.00029000,-0.00029000,0,0.130000,0.110000,-0.090000,0,1.14700000,0.04700000,-0.04700000,0,3.7970000,0.0260000,-0.0240000,0,7.400000,0.070000,-0.150000,0,,,,,,,,,,,,,,,,,,,,,,6480.00,200.00,-180.00,0,1.380000,0.027000,-0.026000,0,1.271000,0.070000,-0.074000,0,-0.0300,0.0480,-0.0560,0,[Fe/H],4.265000,0.014000,-0.022000,0,05h52m22.30s,88.0929073,-13d22m20.89s,-13.3724686,10.7120000,0.0190000,-0.0190000
HAT-P-62 b,2.64532350000,0.00000390000,-0.00000390000,0,0.0377200000,0.0002400000,-0.0002400000,0,1.07300000,0.02900000,-0.02900000,0,0.76100000,0.08800000,-0.08800000,0,0.770000,0.110000,-0.110000,0,0.101000,,,1,87.93000,0.64000,-0.64000,0,2457118.38979000,0.00044000,-0.00044000,0,0.250000,0.064000,-0.084000,0,,,,,3.1030000,0.0290000,-0.0290000,0,6.930000,0.110000,-0.110000,0,0.09420000,0.00190000,-0.00190000,0,,,,,,,,,,,,,,,,,,5629.00,48.00,-48.00,0,1.170000,0.016000,-0.016000,0,1.023000,0.020000,-0.020000,0,0.4140,0.0900,-0.0900,0,[Fe/H],4.312000,0.015000,-0.015000,0,04h58m01.05s,74.5043816,+48d18m03.08s,48.3008551,10.7010000,0.0260000,-0.0260000
TOI-1408 b,4.42587000000,0.00003000000,-0.00003000000,0,0.0577800000,0.0001000000,-0.0001000000,0,2.23035445,0.35685671,-0.35685671,0,1.86578665,0.01258541,-0.01258541,0,0.180000,0.170000,-0.080000,0,0.002300,0.000500,-0.000500,0,82.40000,0.20000,-0.20000,0,2458740.85810000,0.00020000,-0.00020000,0,,,,,,,,,1.6500000,0.0300000,-0.0300000,0,8.130000,0.090000,-0.090000,0,0.15000000,0.02000000,-0.02000000,0,,,,,170.0000,10.0000,-10.0000,0,,,,,,,,,F8 V,6117.00,31.00,-31.00,0,1.530000,0.020000,-0.020000,0,1.312000,0.009000,-0.009000,0,0.2500,0.0600,-0.0600,0,[Fe/H],4.100000,0.060000,-0.060000,0,20h54m02.65s,313.5110469,+72d34m50.32s,72.5806455,8.0780000,0.0200000,-0.0200000
TOI-1298 b,4.53714300000,0.00000300000,-0.00000300000,0,0.0570000000,0.0010000000,-0.0010000000,0,0.86163681,0.01775064,-0.01545166,0,0.31148883,0.01887811,-0.01887811,0,0.600000,0.100000,-0.130000,0,0.000000,,,0,,,,,2458934.12245000,0.00032000,-0.00032000,0,0.272206,0.110303,-0.165955,0,,,,,4.0292720,0.0186340,-0.0169550,0,,,,,0.06091593,0.00050083,-0.00044060,0,,,,,57.0000,110.0000,-110.0000,0,,,,,,,,,,5752.00,69.00,-99.00,0,1.453600,0.027500,-0.023900,0,1.218700,0.024600,-0.056800,0,0.3970,0.0610,-0.0580,0,[Fe/H],4.194000,0.020000,-0.024000,0,16h05m17.50s,241.3229012,+70d11m24.14s,70.1900397,10.0120000,0.0160000,-0.0160000
TOI-5736 b,0.64899000000,0.00001000000,-0.00001000000,0,,,,,0.13917412,0.00624499,-0.00624499,0,,,,,,,,,,,,,84.50000,2.20000,-2.20000,0,2458738.89683000,0.00155000,-0.00143000,0,0.435000,0.145000,-0.242000,0,,,,,,,,,4.530000,0.130000,-0.130000,0,0.02470000,0.00070000,-0.00070000,0,,,,,,,,,,,,,,,,,,3949.00,157.00,-157.00,0,0.580000,0.020000,-0.020000,0,0.570000,0.020000,-0.020000,0,,,,,,,,,,14h15m02.02s,213.7583971,+49d30m03.38s,49.5009379,10.0040000,0.0230000,-0.0230000
Kepler-15 b,4.94278200000,0.00000130000,-0.00000130000,0,0.0571400000,0.0008600000,-0.0009300000,0,0.96000000,0.06000000,-0.07000000,0,0.66000000,0.08000000,-0.09000000,0,0.930000,0.180000,-0.220000,0,0.060000,,,0,87.44000,0.18000,-0.20000,0,2454969.32865100,0.00008400,-0.00009600,0,0.554000,0.023000,-0.024000,0,1.12650000,,,0,3.5000000,,,0,12.800000,1.200000,-1.500000,0,0.09960000,0.00055000,-0.00053000,0,,,,,,,,,,,,,,,,,,5515.00,122.00,-130.00,0,0.992000,0.058000,-0.070000,0,1.018000,0.044000,-0.052000,0,0.3600,0.0700,-0.0700,0,[Fe/H],4.460000,0.053000,-0.050000,0,19h44m48.13s,296.2005506,+49d08m24.11s,49.1400304,12.2160000,0.0280000,-0.0280000
CoRoT-12 b,2.82804200000,0.00001300000,-0.00001300000,0,0.0401600000,0.0009300000,-0.0009200000,0,1.44000000,0.13000000,-0.13000000,0,0.91700000,0.07000000,-0.06500000,0,0.411000,0.129000,-0.094000,0,0.070000,0.063000,-0.042000,0,85.48000,0.72000,-0.77000,0,2454398.62707000,0.00036000,-0.00036000,0,0.573000,0.027000,-0.030000,0,1.74400000,0.03900000,-0.04000000,0,2.5742400,0.0213600,-0.0216000,0,,,,,,,,,,,,,105.0000,90.0000,-27.0000,0,,,,,,,,,,5675.00,80.00,-80.00,0,1.116000,0.096000,-0.092000,0,1.078000,0.077000,-0.072000,0,0.1600,0.1000,-0.1000,0,[Fe/H],4.375000,0.065000,-0.062000,0,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,13.5570000,0.0420000,-0.0420000
TOI-4507 b,104.61611000000,0.00006000000,-0.00006000000,0,0.4560000000,0.0050000000,-0.0050000000,0,0.73155626,0.00892142,-0.00892142,0,0.06292704,,,1,0.200000,,,1,0.090000,0.260000,-0.060000,0,89.93000,0.05000,-0.05000,0,2458413.85150000,0.00080000,-0.00080000,0,0.120000,0.080000,-0.080000,0,,,,,,,,,93.400000,0.800000,-0.900000,0,0.07230000,0.00040000,-0.00040000,0,,,,,-123.0000,105.0000,-41.0000,0,-15.000,50.000,-44.000,0,,,,,F,6260.00,80.00,-80.00,0,1.040000,0.010000,-0.010000,0,1.110000,0.020000,-0.020000,0,-0.0600,0.0500,-0.0500,0,[Fe/H],4.450000,0.020000,-0.020000,0,05h21m48.33s,80.4513677,-69d59m17.58s,-69.9882175,9.3810000,0.0250000,-0.0250000
TOI-715 b,19.28800400000,0.00002700000,-0.00002400000,0,0.0830000000,0.0027000000,-0.0027000000,0,0.13828198,0.00570971,-0.00570971,0,,,,,,,,,,,,,89.85600,0.01800,-0.01700,0,2459002.63051000,0.00070000,-0.00074000,0,0.195000,0.023000,-0.024000,0,0.44800000,0.02600000,-0.02300000,0,1.9800000,0.0250000,-0.0250000,0,,,,,0.06180000,0.00170000,-0.00170000,0,,,,,,,,,,,,,,,,,M4,3075.00,75.00,-75.00,0,0.240000,0.012000,-0.012000,0,0.225000,0.012000,-0.012000,0,-0.2500,0.2500,-0.2500,0,[Fe/H],5.000000,0.200000,-0.200000,0,07h35m24.56s,113.8523276,-73d34m38.67s,-73.5774089,10.9170000,0.0190000,-0.0190000
TOI-1723 b,13.72701264300,0.00001470500,-0.00001335500,0,0.1134960000,0.0044710000,-0.0048610000,0,0.30645070,0.02176826,-0.01721834,0,,,,,,,,,,,,,,,,,2459593.95996000,0.00071000,-0.00081000,0,,,,,,,,,4.2326000,0.0646000,-0.0420000,0,,,,,0.02869000,0.00166000,-0.00073000,0,,,,,,,,,,,,,,,,,,5777.00,125.00,-125.00,0,1.090000,0.050000,-0.050000,0,1.040000,0.130000,-0.130000,0,,,,,,,,,,07h47m11.33s,116.7971978,+68d28m36.06s,68.4766845,8.1330000,0.0310000,-0.0310000
TOI-663 c,4.69555070000,0.00000950000,-0.00000940000,0,0.0437000000,0.0016000000,-0.0016000000,0,0.20162404,0.00892142,-0.00892142,0,0.01148418,0.00305196,-0.00305196,0,1.730000,0.540000,-0.490000,0,,,,,89.30000,0.41000,-0.35000,0,2458543.40593000,0.00105000,-0.00107000,0,0.230000,0.110000,-0.130000,0,,,,,,,,,,,,,0.04040000,0.00130000,-0.00130000,0,,,,,,,,,,,,,,,,,M1 V,3681.00,70.00,-70.00,0,0.512000,0.015000,-0.015000,0,0.514000,0.012000,-0.012000,0,0.0700,0.1200,-0.1200,0,[Fe/H],4.726600,0.008500,-0.008500,0,10h40m15.80s,160.0658525,-08d30m39.90s,-8.5110827,9.6070000,0.0210000,-0.0210000
TOI-1801 b,10.64387000000,0.00005000000,-0.00006000000,0,,,,,0.18600000,0.01100000,-0.01000000,0,0.01805377,0.00457794,-0.00449299,0,3.701000,1.217000,-1.051000,0,0.000000,,,0,89.50700,0.33300,-0.36200,0,2458903.54351000,0.00325000,-0.00331000,0,0.265000,0.182000,-0.179000,0,,,,,,,,,30.632000,1.337000,-1.378000,0,0.03400000,0.00100000,-0.00100000,0,,,,,90.0000,,,0,,,,,,,,,M0.5+/-0.5 V,3863.00,77.00,-77.00,0,0.547000,0.025000,-0.023000,0,0.556000,0.042000,-0.035000,0,-0.1900,0.0400,-0.0400,0,[Fe/H],4.780000,0.050000,-0.050000,0,11h42m18.14s,175.5755995,+23d01m37.32s,23.0270335,7.8050000,0.0240000,-0.0240000
Kepler-471 b,5.01423457500,0.00000059400,-0.00000059400,0,,,,,1.33464181,0.48354001,-0.26407351,0,,,,,,,,,,,,,,,,,2454966.17425790,0.00009650,-0.00009650,0,,,,,,,,,4.6115300,0.0029700,-0.0029700,0,,,,,0.07586300,0.00005400,-0.00003100,0,,,,,,,,,,,,,,,,,,6733.00,288.74,-288.80,0,1.800000,0.652000,-0.356000,0,1.490000,0.222000,-0.182000,0,0.0700,0.1440,-0.1560,0,[Fe/H],4.100000,0.142000,-0.213000,0,19h56m23.40s,299.0975167,+43d29m51.31s,43.4975851,12.5620000,0.0240000,-0.0240000
HATS-3 b,3.54785100000,0.00000500000,-0.00000500000,0,0.0485000000,0.0004000000,-0.0006000000,0,1.38100000,0.03500000,-0.03500000,0,1.07100000,0.13600000,-0.13600000,0,0.510000,0.070000,-0.070000,0,0.000000,,,0,86.20000,0.30000,-0.30000,0,2456155.96734000,0.00014000,-0.00014000,0,0.497000,0.024000,-0.027000,0,,,,,3.5856000,0.0168000,-0.0168000,0,7.420000,0.120000,-0.120000,0,0.10110000,0.00060000,-0.00060000,0,,,,,,,,,,,,,,,,,F,6351.00,76.00,-76.00,0,1.404000,0.030000,-0.030000,0,1.209000,0.036000,-0.036000,0,-0.1570,0.0700,-0.0700,0,[Fe/H],4.220000,0.010000,-0.010000,0,20h49m49.80s,312.4574879,-24d25m43.30s,-24.4286938,10.6940000,0.0210000,-0.0210000
K2-308 b,3.38628000000,0.00002000000,-0.00002000000,0,,,,,0.88400000,0.08700000,-0.08700000,0,,,,,,,,,,,,,88.44000,1.09000,-1.91000,0,2457823.22330000,0.00060000,-0.00060000,0,0.210000,0.230000,-0.150000,0,,,,,3.0900000,0.2600000,-0.0400000,0,7.940000,0.550000,-0.550000,0,0.07420000,0.00390000,-0.00390000,0,,,,,,,,,,,,,,,,,,6100.00,263.00,-263.00,0,1.240000,0.100000,-0.100000,0,1.090000,0.090000,-0.090000,0,-0.1000,0.0800,-0.0800,0,[Fe/H],3.940000,0.440000,-0.440000,0,05h13m21.39s,78.3391194,+16d24m51.11s,16.4141986,13.2060000,0.0280000,-0.0280000
TOI-1777.01,14.65011197400,0.00008239900,-0.00007951100,0,0.1194660000,0.0048050000,-0.0052160000,0,0.20037504,0.02489076,-0.01579091,0,,,,,,,,,,,,,,,,,2459635.10670000,0.00290000,-0.00310000,0,,,,,,,,,2.6433000,0.1314000,-0.1221000,0,,,,,0.02090000,0.00250000,-0.00130000,0,,,,,,,,,,,,,,,,,,5859.00,102.00,-102.00,0,0.980000,0.040000,-0.040000,0,1.060000,0.130000,-0.130000,0,,,,,,,,,,10h07m13.69s,151.8070320,+46d06m53.57s,46.1148814,7.7830000,0.0170000,-0.0170000
TOI-3568 b,4.41796500000,0.00000500000,-0.00000500000,0,0.0485000000,0.0004000000,-0.0004000000,0,0.48300000,0.02400000,-0.02400000,0,0.08300000,0.00300000,-0.00300000,0,0.980000,0.150000,-0.150000,0,0.035000,0.021000,-0.021000,0,89.20000,1.10000,-1.30000,0,2459799.38340000,0.00060000,-0.00060000,0,0.500000,,,1,,,,,2.4500000,0.1400000,-0.1400000,0,13.100000,0.800000,-1.400000,0,0.06700000,0.00300000,-0.00300000,0,,,,,-0.9000,0.7000,-0.7000,0,,,,,,,,,,4969.00,45.00,-45.00,0,0.719000,0.013000,-0.013000,0,0.780000,0.020000,-0.020000,0,-0.0100,0.0200,-0.0200,0,[Fe/H],4.630000,0.080000,-0.080000,0,21h30m24.57s,322.6023682,+34d44m22.49s,34.7395805,10.5810000,0.0110000,-0.0110000
TOI-150.01,5.85748700000,0.00008900000,-0.00009700000,0,0.0703700000,0.0008700000,-0.0008800000,0,1.25500000,0.02100000,-0.01900000,0,2.51000000,0.12000000,-0.12000000,0,1.680000,0.120000,-0.120000,0,0.262000,0.045000,-0.037000,0,88.09000,0.98000,-0.68000,0,2458326.27730000,0.00086000,-0.00089000,0,0.330000,0.120000,-0.170000,0,,,,,5.1200000,0.2100000,-0.1800000,0,9.917000,0.092000,-0.099000,0,0.08260000,0.00120000,-0.00110000,0,,,,,,,,,,,,,,,,,F,6255.00,90.00,-90.00,0,1.526000,0.012000,-0.012000,0,1.351000,0.038000,-0.026000,0,0.2800,0.0360,-0.0360,0,[Fe/H],4.130000,0.009000,-0.009000,0,07h31m51.70s,112.9654210,-73d36m21.73s,-73.6060358,9.9400000,0.0190000,-0.0190000
WASP-73 b,4.08722000000,0.00022000000,-0.00022000000,0,,,,,1.42000000,0.22000000,-0.22000000,0,2.86000000,0.92000000,-0.92000000,0,,,,,0.000000,,,0,87.40000,2.10000,-2.10000,0,,,,,,,,,0.33000000,0.03000000,-0.03000000,0,,,,,5.750000,0.390000,-0.390000,0,,,,,,,,,,,,,,,,,,,,,,6030.00,120.00,-120.00,0,2.550000,0.380000,-0.380000,0,2.520000,1.220000,-1.220000,0,0.1400,,,0,[Fe/H],3.930000,0.050000,-0.050000,0,21h19m47.93s,319.9496969,-58d08m56.16s,-58.1489328,9.0280000,0.0210000,-0.0210000
TOI-1836 c,1.77274710000,0.00000790000,-0.00000790000,0,0.0308900000,0.0005000000,-0.0005000000,0,0.23194578,0.01974546,-0.01285545,0,0.02517081,,,1,3.000000,,,1,0.000000,,,0,,,,,2459739.67000000,0.00300000,-0.00300000,0,0.623403,0.232448,-0.399910,0,,,,,1.7866633,0.0625438,-0.0764027,0,,,,,0.01448647,0.00120052,-0.00077135,0,,,,,90.0000,,,0,,,,,,,,,,6237.00,91.00,-69.00,0,1.645400,0.032000,-0.025300,0,1.251800,0.024300,-0.040400,0,-0.1360,0.0730,-0.0340,0,[Fe/H],4.098000,0.018000,-0.022000,0,16h23m37.90s,245.9079242,+54d41m24.28s,54.6900774,8.5310000,0.0180000,-0.0180000
HATS-61 b,7.81795300000,0.00002400000,-0.00002400000,0,0.0790800000,0.0003300000,-0.0003300000,0,1.19500000,0.06700000,-0.06700000,0,3.40000000,0.14000000,-0.14000000,0,2.470000,0.440000,-0.440000,0,0.092000,,,1,87.15000,0.18000,-0.18000,0,2457673.06110000,0.00140000,-0.00140000,0,0.508000,0.025000,-0.027000,0,,,,,5.5296000,0.0696000,-0.0696000,0,10.230000,0.140000,-0.140000,0,0.07380000,0.00400000,-0.00400000,0,,,,,,,,,,,,,,,,,,5542.00,21.00,-21.00,0,1.664000,0.024000,-0.024000,0,1.076000,0.014000,-0.014000,0,0.2470,0.0370,-0.0370,0,[Fe/H],4.028000,0.012000,-0.012000,0,04h06m37.87s,61.6578005,-25d20m58.80s,-25.3496674,11.4780000,0.0250000,-0.0250000
HR 858 c,5.97386500000,0.00001500000,-0.00001600000,0,0.0687000000,0.0009200000,-0.0009200000,0,0.17655486,0.00481757,-0.00454992,0,0.01195614,,,1,2.900000,,,1,0.000000,,,0,86.59000,0.15000,-0.14000,0,2458415.63344000,0.00099000,-0.00093000,0,0.701000,0.017000,-0.019000,0,0.02087000,0.00085000,-0.00083000,0,2.8430000,0.0460000,-0.0430000,0,11.770000,0.240000,-0.220000,0,,,,,,,,,90.0000,,,0,,,,,,,,,,6354.00,70.00,-70.00,0,1.258000,0.019000,-0.019000,0,1.204000,0.052000,-0.052000,0,0.0250,0.0500,-0.0500,0,[Fe/H],4.300000,0.060000,-0.060000,0,02h51m56.39s,42.9849779,-30d48m50.62s,-30.8140609,5.1490000,0.0200000,-0.0200000
TOI-907.01,4.58491290000,,,0,0.0552254810,,,0,0.85694229,0.05450666,-0.05450666,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2493974,,,0,5.768151,,,0,0.04276385,,,0,,,,,,,,,,,,,,,,,,6272.00,,,0,2.059789,,,0,1.069357,,,0,,,,,,3.839900,,,0,17h28m44.02s,262.1834072,-62d50m25.38s,-62.8403830,9.0340000,0.0370000,-0.0370000
TOI-1470 b,2.52709300000,0.00000400000,-0.00000300000,0,0.0285000000,0.0004000000,-0.0004000000,0,0.19448691,0.00356857,-0.00356857,0,0.02303130,0.00380709,-0.00390148,0,3.860000,0.700000,-0.680000,0,0.300000,,,1,87.42000,0.12000,-0.12000,0,2458766.47020000,0.00060000,-0.00060000,0,0.590000,0.020000,-0.020000,0,0.18140000,0.00650000,-0.00610000,0,1.2800000,0.0200000,-0.0200000,0,13.050000,0.140000,-0.150000,0,0.04260000,0.00080000,-0.00070000,0,,,,,,,,,,,,,,,,,M1.5 V,3709.00,11.00,-11.00,0,0.469000,0.003000,-0.003000,0,0.471000,0.011000,-0.011000,0,0.0000,0.0300,-0.0300,0,[Fe/H],4.770000,0.020000,-0.020000,0,00h40m21.39s,10.0891431,+61d12m48.19s,61.2133868,9.2830000,0.0200000,-0.0200000
